Date,ExitDate,Year,Ticker,Strategy,Direction,PositionType,Entry,Exit,Outcome,ExitReason,RMultiple,Shares,PnL_$,HoldingDays,PyramidAdds
2023-07-25,2023-07-28,2023,KHC,ShortWeakRS_Retrace_Position,SHORT,Full,32.14,31.8,Win,EMA21_Trail_Short,0.25,1481,505.53,3,0
2023-07-24,2023-08-21,2023,PFE,ShortWeakRS_Retrace_Position,SHORT,Full,32.17,32.09,Win,EMA21_Trail_Short,0.05,1234,96.29,28,0
2023-08-22,2023-08-25,2023,MRNA,ShortWeakRS_Retrace_Position,SHORT,Full,116.24,111.93,Win,EMA21_Trail_Short,0.25,115,495.65,3,0
2023-08-29,2023-09-01,2023,MO,ShortWeakRS_Retrace_Position,SHORT,Full,36.31,36.22,Win,EMA21_Trail_Short,0.06,1388,127.67,3,0
2023-08-30,2023-09-05,2023,SYK,ShortWeakRS_Retrace_Position,SHORT,Full,280.36,279.53,Win,EMA21_Trail_Short,0.06,138,114.12,6,0
2023-08-30,2023-09-05,2023,ZBRA,ShortWeakRS_Retrace_Position,SHORT,Full,279.11,273.25,Win,EMA21_Trail_Short,0.25,85,498.1,6,0
2023-09-05,2023-09-08,2023,SYK,ShortWeakRS_Retrace_Position,SHORT,Full,279.53,282.71,Loss,EMA21_Trail_Short,-0.19,117,-371.63,3,0
2023-09-07,2023-09-12,2023,VICI,ShortWeakRS_Retrace_Position,SHORT,Full,27.15,27.31,Loss,EMA21_Trail_Short,-0.12,1438,-234.05,5,0
2023-09-08,2023-09-13,2023,NI,ShortWeakRS_Retrace_Position,SHORT,Full,25.06,25.47,Loss,EMA21_Trail_Short,-0.35,1709,-693.93,5,0
2023-09-13,2023-09-18,2023,PCG,ShortWeakRS_Retrace_Position,SHORT,Full,16.87,17.1,Loss,EMA21_Trail_Short,-0.23,2020,-468.06,5,0
2023-09-13,2023-09-26,2023,F,ShortWeakRS_Retrace_Position,SHORT,Full,10.83,10.65,Win,EMA21_Trail_Short,0.18,2000,361.07,13,0
2023-09-01,2023-10-11,2023,WYNN,ShortWeakRS_Retrace_Position,SHORT,Full,99.28,92.53,Win,EMA21_Trail_Short,0.85,251,1694.32,40,0
2023-09-18,2023-10-12,2023,FE,ShortWeakRS_Retrace_Position,SHORT,Full,33.44,32.1,Win,EMA21_Trail_Short,0.68,1010,1350.47,24,0
2023-10-09,2023-10-12,2023,PSA,ShortWeakRS_Retrace_Position,SHORT,Full,246.84,249.15,Loss,EMA21_Trail_Short,-0.14,123,-284.15,3,0
2023-08-29,2023-10-13,2023,HSIC,ShortWeakRS_Retrace_Position,SHORT,Full,78.33,73.35,Win,TimeStop_45d,1.36,544,2709.12,45,0
2023-10-11,2023-10-16,2023,NKE,ShortWeakRS_Retrace_Position,SHORT,Full,94.44,97.69,Loss,EMA21_Trail_Short,-0.47,287,-932.1,5,0
2023-10-16,2023-10-18,2023,NDAQ,ShortWeakRS_Retrace_Position,SHORT,Full,48.8,51.5,Loss,StopLoss,-1.0,740,-1998.0,2,0
2023-08-30,2023-10-27,2023,UDR,ShortWeakRS_Retrace_Position,SHORT,Partial,36.09,28.62,Win,Partial_2.5R,3.12,668,3777.95,58,0
2023-10-16,2023-11-06,2023,ATO,ShortWeakRS_Retrace_Position,SHORT,Full,106.18,104.71,Win,EMA21_Trail_Short,0.21,279,409.14,21,0
2023-11-03,2023-11-08,2023,BA,ShortWeakRS_Retrace_Position,SHORT,Full,195.05,191.83,Win,EMA21_Trail_Short,0.18,109,350.98,5,0
2023-11-06,2023-11-09,2023,KDP,ShortWeakRS_Retrace_Position,SHORT,Full,29.04,28.98,Win,EMA21_Trail_Short,0.03,836,54.17,3,0
2023-10-16,2023-11-13,2023,GPC,ShortWeakRS_Retrace_Position,SHORT,Full,139.89,126.53,Win,EMA21_Trail_Short,0.56,585,2806.5,28,3
2023-11-08,2023-11-13,2023,FIS,ShortWeakRS_Retrace_Position,SHORT,Full,50.43,49.85,Win,EMA21_Trail_Short,0.12,414,241.43,5,0
2023-11-09,2023-11-14,2023,BA,ShortWeakRS_Retrace_Position,SHORT,Full,193.33,207.47,Loss,EMA21_Trail_Short,-0.78,110,-1555.4,5,0
2023-10-17,2023-11-16,2023,EIX,ShortWeakRS_Retrace_Position,SHORT,Full,59.22,58.89,Win,EMA21_Trail_Short,0.06,384,128.3,30,0
2023-11-13,2023-11-16,2023,HSY,ShortWeakRS_Retrace_Position,SHORT,Full,182.04,184.23,Loss,EMA21_Trail_Short,-0.17,151,-330.11,3,0
2023-11-13,2023-11-16,2023,PEP,ShortWeakRS_Retrace_Position,SHORT,Full,155.13,155.08,Win,EMA21_Trail_Short,0.01,273,13.9,3,0
2023-11-14,2023-11-17,2023,LOW,ShortWeakRS_Retrace_Position,SHORT,Full,194.57,195.97,Loss,EMA21_Trail_Short,-0.09,135,-188.99,3,0
2023-11-16,2023-11-21,2023,TSN,ShortWeakRS_Retrace_Position,SHORT,Full,44.68,44.35,Win,EMA21_Trail_Short,0.08,501,163.05,5,0
2023-11-16,2023-11-21,2023,ROK,ShortWeakRS_Retrace_Position,SHORT,Full,263.47,260.19,Win,EMA21_Trail_Short,0.14,83,271.95,5,0
2023-11-16,2023-11-21,2023,RF,ShortWeakRS_Retrace_Position,SHORT,Full,14.52,14.41,Win,EMA21_Trail_Short,0.07,1369,149.09,5,0
2023-11-17,2023-11-22,2023,JCI,ShortWeakRS_Retrace_Position,SHORT,Full,50.41,50.87,Loss,EMA21_Trail_Short,-0.13,558,-258.74,5,0
2023-11-21,2023-11-27,2023,TDY,ShortWeakRS_Retrace_Position,SHORT,Full,392.87,398.42,Loss,EMA21_Trail_Short,-0.22,79,-438.45,6,0
2023-11-21,2023-11-27,2023,TECH,ShortWeakRS_Retrace_Position,SHORT,Full,62.89,61.64,Win,EMA21_Trail_Short,0.15,238,297.0,6,0
2023-11-21,2023-11-27,2023,UAL,ShortWeakRS_Retrace_Position,SHORT,Full,39.44,39.21,Win,EMA21_Trail_Short,0.04,377,86.71,6,0
2023-08-30,2023-11-28,2023,UDR,ShortWeakRS_Retrace_Position,SHORT,Runner,36.09,30.34,Win,EMA21_Trail_Short,1.65,1004,3957.17,90,2
2023-11-22,2023-12-05,2023,HSIC,ShortWeakRS_Retrace_Position,SHORT,Full,69.4,69.88,Loss,EMA21_Trail_Short,-0.09,364,-174.72,13,0
2023-11-30,2023-12-05,2023,TRMB,ShortWeakRS_Retrace_Position,SHORT,Full,46.4,45.94,Win,EMA21_Trail_Short,0.12,534,245.64,5,0
2023-12-07,2023-12-12,2023,TRMB,ShortWeakRS_Retrace_Position,SHORT,Full,46.75,48.09,Loss,EMA21_Trail_Short,-0.36,540,-723.6,5,0
2023-12-08,2023-12-13,2023,BIIB,ShortWeakRS_Retrace_Position,SHORT,Full,239.29,255.56,Loss,EMA21_Trail_Short,-0.94,115,-1871.05,5,0
2023-12-08,2023-12-13,2023,ON,ShortWeakRS_Retrace_Position,SHORT,Full,76.14,81.06,Loss,EMA21_Trail_Short,-0.65,264,-1298.88,5,0
2023-12-11,2023-12-14,2023,MRNA,ShortWeakRS_Retrace_Position,SHORT,Full,82.0,93.86,Loss,StopLoss,-1.0,168,-1992.48,3,0
2023-12-13,2023-12-18,2023,BMY,ShortWeakRS_Retrace_Position,SHORT,Full,46.48,46.01,Win,EMA21_Trail_Short,0.15,643,301.46,5,0
2023-12-14,2023-12-19,2023,DVN,ShortWeakRS_Retrace_Position,SHORT,Full,42.28,42.93,Loss,EMA21_Trail_Short,-0.19,588,-384.11,5,0
2023-12-14,2023-12-19,2023,PAYC,ShortWeakRS_Retrace_Position,SHORT,Full,200.62,204.83,Loss,EMA21_Trail_Short,-0.18,84,-353.37,5,0
2023-12-18,2023-12-21,2023,CTVA,ShortWeakRS_Retrace_Position,SHORT,Full,46.17,46.27,Loss,EMA21_Trail_Short,-0.03,628,-64.83,3,0
2023-12-19,2023-12-22,2023,BMY,ShortWeakRS_Retrace_Position,SHORT,Full,46.7,46.86,Loss,EMA21_Trail_Short,-0.05,638,-103.71,3,0
2023-12-20,2023-12-26,2023,PAYC,ShortWeakRS_Retrace_Position,SHORT,Full,200.94,203.19,Loss,EMA21_Trail_Short,-0.09,83,-186.92,6,0
2023-12-21,2023-12-27,2023,BDX,ShortWeakRS_Retrace_Position,SHORT,Full,234.01,233.4,Win,EMA21_Trail_Short,0.05,180,109.01,6,0
2023-12-27,2024-01-02,2023,BDX,ShortWeakRS_Retrace_Position,SHORT,Full,233.4,236.21,Loss,EMA21_Trail_Short,-0.22,156,-439.11,6,0
2024-01-18,2024-01-23,2024,ORCL,ShortWeakRS_Retrace_Position,SHORT,Full,106.46,109.53,Loss,EMA21_Trail_Short,-0.54,350,-1072.85,5,0
2024-01-18,2024-01-23,2024,AON,ShortWeakRS_Retrace_Position,SHORT,Full,302.89,300.11,Win,EMA21_Trail_Short,0.13,92,255.58,5,0
2024-02-15,2024-02-21,2024,DVN,ShortWeakRS_Retrace_Position,SHORT,Full,40.59,41.46,Loss,EMA21_Trail_Short,-0.29,673,-583.93,6,0
2024-02-20,2024-02-23,2024,PEG,ShortWeakRS_Retrace_Position,SHORT,Full,56.41,57.01,Loss,EMA21_Trail_Short,-0.15,507,-305.08,3,0
2024-02-21,2024-02-26,2024,TPL,ShortWeakRS_Retrace_Position,SHORT,Full,164.75,168.85,Loss,EMA21_Trail_Short,-0.22,109,-446.67,5,0
2024-02-21,2024-02-26,2024,BG,ShortWeakRS_Retrace_Position,SHORT,Full,88.04,88.17,Loss,EMA21_Trail_Short,-0.02,254,-32.42,5,0
2024-02-21,2024-02-26,2024,AEE,ShortWeakRS_Retrace_Position,SHORT,Full,67.06,66.52,Win,EMA21_Trail_Short,0.13,470,253.12,5,0
2024-02-21,2024-02-26,2024,PNW,ShortWeakRS_Retrace_Position,SHORT,Full,65.24,64.41,Win,EMA21_Trail_Short,0.2,488,405.98,5,0
2024-02-23,2024-02-28,2024,DD,ShortWeakRS_Retrace_Position,SHORT,Full,28.11,28.13,Loss,EMA21_Trail_Short,-0.01,921,-16.8,5,0
2024-02-28,2024-03-04,2024,DD,ShortWeakRS_Retrace_Position,SHORT,Full,28.13,28.13,Loss,EMA21_Trail_Short,-0.0,1162,-2.66,5,0
2024-03-04,2024-03-07,2024,DD,ShortWeakRS_Retrace_Position,SHORT,Full,28.13,28.76,Loss,EMA21_Trail_Short,-0.4,1257,-789.94,3,0
2024-02-28,2024-03-08,2024,BG,ShortWeakRS_Retrace_Position,SHORT,Full,88.68,87.22,Win,EMA21_Trail_Short,0.23,318,463.76,9,0
2024-03-06,2024-03-11,2024,APD,ShortWeakRS_Retrace_Position,SHORT,Full,230.65,235.24,Loss,EMA21_Trail_Short,-0.26,112,-513.93,5,0
2024-03-07,2024-03-12,2024,MOS,ShortWeakRS_Retrace_Position,SHORT,Full,30.25,29.71,Win,EMA21_Trail_Short,0.17,647,346.73,5,0
2024-03-07,2024-03-12,2024,NEM,ShortWeakRS_Retrace_Position,SHORT,Full,32.77,32.76,Win,EMA21_Trail_Short,0.0,457,4.15,5,0
2024-03-12,2024-03-15,2024,ADM,ShortWeakRS_Retrace_Position,SHORT,Full,53.52,55.62,Loss,EMA21_Trail_Short,-0.42,399,-836.15,3,0
2024-03-12,2024-03-15,2024,APD,ShortWeakRS_Retrace_Position,SHORT,Full,232.33,232.1,Win,EMA21_Trail_Short,0.01,116,26.89,3,0
2024-03-14,2024-03-19,2024,PAYC,ShortWeakRS_Retrace_Position,SHORT,Full,187.31,187.09,Win,EMA21_Trail_Short,0.01,130,28.54,5,0
2024-03-20,2024-03-25,2024,FOX,ShortWeakRS_Retrace_Position,SHORT,Full,27.11,27.07,Win,EMA21_Trail_Short,0.02,1015,43.45,5,0
2024-03-15,2024-04-01,2024,APD,ShortWeakRS_Retrace_Position,SHORT,Full,232.1,232.64,Loss,EMA21_Trail_Short,-0.03,117,-63.65,17,0
2024-04-09,2024-04-22,2024,XEL,ShortWeakRS_Retrace_Position,SHORT,Full,51.25,51.81,Loss,EMA21_Trail_Short,-0.19,671,-372.61,13,0
2024-03-13,2024-04-29,2024,GILD,ShortWeakRS_Retrace_Position,SHORT,Full,70.97,62.26,Win,TimeStop_45d,1.91,437,3806.48,47,0
2024-04-26,2024-05-01,2024,BIIB,ShortWeakRS_Retrace_Position,SHORT,Full,208.9,216.13,Loss,EMA21_Trail_Short,-0.35,97,-701.31,5,0
2024-04-12,2024-05-03,2024,AAPL,ShortWeakRS_Retrace_Position,SHORT,Full,175.12,185.29,Loss,StopLoss,-1.0,196,-1993.32,21,0
2024-05-03,2024-05-08,2024,ZTS,ShortWeakRS_Retrace_Position,SHORT,Full,164.1,161.99,Win,EMA21_Trail_Short,0.11,103,217.63,5,0
2024-05-08,2024-05-13,2024,BA,ShortWeakRS_Retrace_Position,SHORT,Full,180.35,178.44,Win,EMA21_Trail_Short,0.09,93,177.63,5,0
2024-05-09,2024-05-14,2024,AMT,ShortWeakRS_Retrace_Position,SHORT,Full,175.72,176.27,Loss,EMA21_Trail_Short,-0.04,149,-82.58,5,0
2024-05-09,2024-05-14,2024,EQIX,ShortWeakRS_Retrace_Position,SHORT,Full,743.69,760.43,Loss,EMA21_Trail_Short,-0.17,20,-334.8,5,0
2024-05-10,2024-05-15,2024,LH,ShortWeakRS_Retrace_Position,SHORT,Full,203.39,208.82,Loss,EMA21_Trail_Short,-0.37,135,-733.01,5,0
2024-05-13,2024-05-16,2024,FDS,ShortWeakRS_Retrace_Position,SHORT,Full,431.86,437.25,Loss,EMA21_Trail_Short,-0.24,89,-479.52,3,0
2024-05-15,2024-05-20,2024,TDY,ShortWeakRS_Retrace_Position,SHORT,Full,403.52,407.55,Loss,EMA21_Trail_Short,-0.18,88,-354.64,5,0
2024-05-15,2024-05-20,2024,DAY,ShortWeakRS_Retrace_Position,SHORT,Full,62.6,62.3,Win,EMA21_Trail_Short,0.04,294,88.2,5,0
2024-05-06,2024-05-22,2024,EA,ShortWeakRS_Retrace_Position,SHORT,Full,129.44,133.98,Loss,EMA21_Trail_Short,-0.65,287,-1302.13,16,0
2024-05-20,2024-05-23,2024,CF,ShortWeakRS_Retrace_Position,SHORT,Full,75.79,75.5,Win,EMA21_Trail_Short,0.04,307,88.77,3,0
2024-05-20,2024-05-23,2024,CTSH,ShortWeakRS_Retrace_Position,SHORT,Full,67.94,66.85,Win,EMA21_Trail_Short,0.24,445,483.94,3,0
2024-05-22,2024-05-28,2024,LW,ShortWeakRS_Retrace_Position,SHORT,Full,85.6,85.24,Win,EMA21_Trail_Short,0.07,378,134.49,6,0
2024-06-03,2024-06-06,2024,SBUX,ShortWeakRS_Retrace_Position,SHORT,Full,78.99,78.4,Win,EMA21_Trail_Short,0.11,364,214.3,3,0
2024-06-11,2024-06-14,2024,AON,ShortWeakRS_Retrace_Position,SHORT,Full,290.8,292.47,Loss,EMA21_Trail_Short,-0.11,131,-219.36,3,0
2024-06-12,2024-06-17,2024,JBL,ShortWeakRS_Retrace_Position,SHORT,Full,120.26,124.09,Loss,EMA21_Trail_Short,-0.4,208,-797.34,5,0
2024-06-17,2024-06-21,2024,CVS,ShortWeakRS_Retrace_Position,SHORT,Full,57.29,57.55,Loss,EMA21_Trail_Short,-0.05,373,-98.79,4,0
2024-06-17,2024-06-21,2024,CLX,ShortWeakRS_Retrace_Position,SHORT,Full,130.83,129.58,Win,EMA21_Trail_Short,0.17,272,340.79,4,0
2024-06-27,2024-07-02,2024,FFIV,ShortWeakRS_Retrace_Position,SHORT,Full,171.2,172.31,Loss,EMA21_Trail_Short,-0.14,256,-284.16,5,0
2024-06-28,2024-07-03,2024,KEY,ShortWeakRS_Retrace_Position,SHORT,Full,13.25,13.31,Loss,EMA21_Trail_Short,-0.05,1724,-95.23,5,0
2024-05-20,2024-07-05,2024,MSCI,ShortWeakRS_Retrace_Position,SHORT,Full,503.07,486.36,Win,EMA21_Trail_Short,0.49,58,969.45,46,0
2024-07-02,2024-07-08,2024,CRM,ShortWeakRS_Retrace_Position,SHORT,Full,253.45,254.61,Loss,EMA21_Trail_Short,-0.05,87,-101.15,6,0
2024-07-03,2024-07-09,2024,PSKY,ShortWeakRS_Retrace_Position,SHORT,Full,11.19,11.25,Loss,EMA21_Trail_Short,-0.03,943,-60.69,6,0
2024-07-05,2024-07-10,2024,WDAY,ShortWeakRS_Retrace_Position,SHORT,Full,229.13,223.08,Win,EMA21_Trail_Short,0.35,116,701.8,5,0
2024-07-08,2024-07-11,2024,AKAM,ShortWeakRS_Retrace_Position,SHORT,Full,92.94,94.1,Loss,EMA21_Trail_Short,-0.24,408,-473.28,3,0
2024-07-11,2024-07-16,2024,IQV,ShortWeakRS_Retrace_Position,SHORT,Full,219.44,233.49,Loss,StopLoss,-1.0,142,-1995.1,5,0
2024-07-11,2024-07-16,2024,PPG,ShortWeakRS_Retrace_Position,SHORT,Full,124.97,128.36,Loss,EMA21_Trail_Short,-0.55,326,-1106.13,5,0
2024-06-03,2024-07-18,2024,DLTR,ShortWeakRS_Retrace_Position,SHORT,Full,120.98,106.67,Win,TimeStop_45d,1.27,177,2532.87,45,0
2024-07-11,2024-07-18,2024,ALGN,ShortWeakRS_Retrace_Position,SHORT,Full,256.3,250.66,Win,EMA21_Trail_Short,0.26,90,507.6,7,0
2024-07-16,2024-07-19,2024,DOW,ShortWeakRS_Retrace_Position,SHORT,Full,49.45,48.72,Win,EMA21_Trail_Short,0.22,606,440.53,3,0
2024-07-16,2024-07-19,2024,A,ShortWeakRS_Retrace_Position,SHORT,Full,134.51,130.28,Win,EMA21_Trail_Short,0.44,206,871.58,3,0
2024-06-06,2024-07-22,2024,SBUX,ShortWeakRS_Retrace_Position,SHORT,Full,78.4,73.67,Win,TimeStop_45d,0.62,263,1244.89,46,0
